id,code,description,unit,range_id,range,colour_spec_id,colour_spec,colour_spec$type,price,default_supplier,brand_linked,budget_zone
45092,BS14400,1400 X 400 Barrier Screen,each,,,,,,52.8636,Lovering Installations QLD,,Security Screen
45093,BS14500,1400 X 500 Barrier Screen,each,,,,,,57.9818,Lovering Installations QLD,,Security Screen
45094,BS14600,1400 X 600 Barrier Screen,each,,,,,,63.1,Lovering Installations QLD,,Security Screen
45095,BS14700,1400 X 700 Barrier Screen,each,,,,,,68.2182,Lovering Installations QLD,,Security Screen
45096,BS14800,1400 X 800 Barrier Screen,each,,,,,,73.3273,Lovering Installations QLD,,Security Screen
45097,BS14900,1400 X 900 Barrier Screen,each,,,,,,78.4545,Lovering Installations QLD,,Security Screen
45098,BS141000,1400 X 1000 Barrier Screen,each,,,,,,83.5727,Lovering Installations QLD,,Security Screen
45099,BS141100,1400 X 1100 Barrier Screen,each,,,,,,88.6909,Lovering Installations QLD,,Security Screen
45100,BS141200,1400 X 1200 Barrier Screen,each,,,,,,93.8091,Lovering Installations QLD,,Security Screen
45101,BS141300,1400 X 1300 Barrier Screen,each,,,,,,98.9182,Lovering Installations QLD,,Security Screen
45102,BS141400,1400 X 1400 Barrier Screen,each,,,,,,104.0364,Lovering Installations QLD,,Security Screen
45103,BS141500,1400 X 1500 Barrier Screen,each,,,,,,109.1636,Lovering Installations QLD,,Security Screen
45104,BS15300,1500 X 300 Barrier Screen,each,,,,,,52.8909,Lovering Installations QLD,,Security Screen
45105,BS15400,1500 X 400 Barrier Screen,each,,,,,,54.7727,Lovering Installations QLD,,Security Screen
45106,BS15500,1500 X 500 Barrier Screen,each,,,,,,60.2091,Lovering Installations QLD,,Security Screen
45107,BS15600,1500 X 600 Barrier Screen,each,,,,,,70.9,Lovering Installations QLD,,Security Screen
45108,BS15700,1500 X 700 Barrier Screen,each,,,,,,71.0909,Lovering Installations QLD,,Security Screen
45109,BS15800,1500 X 800 Barrier Screen,each,,,,,,111.53,Lovering Installations QLD,,Security Screen
45110,BS15900,1500 X 900 Barrier Screen,each,,,,,,88.5273,Lovering Installations QLD,,Security Screen
45111,BS151000,1500 X 1000 Barrier Screen,each,,,,,,87.4091,Lovering Installations QLD,,Security Screen
45112,BS151100,1500 X 1100 Barrier Screen,each,,,,,,100.2727,Lovering Installations QLD,,Security Screen
45113,BS151200,1500 X 1200 Barrier Screen,each,,,,,,98.2818,Lovering Installations QLD,,Security Screen
45114,BS151300,1500 X 1300 Barrier Screen,each,,,,,,103.7182,Lovering Installations QLD,,Security Screen
45115,BS151400,1500 X 1400 Barrier Screen,each,,,,,,109.1636,Lovering Installations QLD,,Security Screen
45116,BS151500,1500 X 1500 Barrier Screen,each,,,,,,114.6,Lovering Installations QLD,,Security Screen
45117,BS16300,1600 X 300 Barrier Screen,each,,,,,,50.5636,Lovering Installations QLD,,Security Screen
45118,BS16400,1600 X 400 Barrier Screen,each,,,,,,56.6818,Lovering Installations QLD,,Security Screen
45119,BS16500,1600 X 500 Barrier Screen,each,,,,,,62.4364,Lovering Installations QLD,,Security Screen
45120,BS16600,1600 X 600 Barrier Screen,each,,,,,,68.2,Lovering Installations QLD,,Security Screen
45121,BS16700,1600 X 700 Barrier Screen,each,,,,,,73.9636,Lovering Installations QLD,,Security Screen
45122,BS16800,1600 X 800 Barrier Screen,each,,,,,,79.7182,Lovering Installations QLD,,Security Screen
45123,BS16900,1600 X 900 Barrier Screen,each,,,,,,85.4818,Lovering Installations QLD,,Security Screen
45124,BS161000,1600 X 1000 Barrier Screen,each,,,,,,91.2364,Lovering Installations QLD,,Security Screen
45125,BS161100,1600 X 1100 Barrier Screen,each,,,,,,97,Lovering Installations QLD,,Security Screen
45126,BS161200,1600 X 1200 Barrier Screen,each,,,,,,102.7636,Lovering Installations QLD,,Security Screen
45127,BS161300,1600 X 1300 Barrier Screen,each,,,,,,108.5182,Lovering Installations QLD,,Security Screen
45128,BS161400,1600 X 1400 Barrier Screen,each,,,,,,114.2818,Lovering Installations QLD,,Security Screen
45129,BS161500,1600 X 1500 Barrier Screen,each,,,,,,120.0364,Lovering Installations QLD,,Security Screen
45130,BS17300,1700 X 300 Barrier Screen,each,,,,,,52.1545,Lovering Installations QLD,,Security Screen
45131,BS17400,1700 X 400 Barrier Screen,each,,,,,,58.5909,Lovering Installations QLD,,Security Screen
45132,BS17500,1700 X 500 Barrier Screen,each,,,,,,64.6727,Lovering Installations QLD,,Security Screen
45133,BS17600,1700 X 600 Barrier Screen,each,,,,,,70.7545,Lovering Installations QLD,,Security Screen
45134,BS17700,1700 X 700 Barrier Screen,each,,,,,,76.8273,Lovering Installations QLD,,Security Screen
45135,BS17800,1700 X 800 Barrier Screen,each,,,,,,82.9091,Lovering Installations QLD,,Security Screen
45136,BS17900,1700 X 900 Barrier Screen,each,,,,,,89,Lovering Installations QLD,,Security Screen
45137,BS171000,1700 X 1000 Barrier Screen,each,,,,,,95.0818,Lovering Installations QLD,,Security Screen
45138,BS171100,1700 X 1100 Barrier Screen,each,,,,,,101.1636,Lovering Installations QLD,,Security Screen
45139,BS171200,1700 X 1200 Barrier Screen,each,,,,,,107.2364,Lovering Installations QLD,,Security Screen
45140,BS171300,1700 X 1300 Barrier Screen,each,,,,,,113.3182,Lovering Installations QLD,,Security Screen
45141,BS171400,1700 X 1400 Barrier Screen,each,,,,,,119.4,Lovering Installations QLD,,Security Screen
45142,BS171500,1700 X 1500 Barrier Screen,each,,,,,,125.4818,Lovering Installations QLD,,Security Screen
45143,BS18300,1800 X 300 Barrier Screen,each,,,,,,53.7364,Lovering Installations QLD,,Security Screen
45144,BS18400,1800 X 400 Barrier Screen,each,,,,,,60.5,Lovering Installations QLD,,Security Screen
45145,BS18500,1800 X 500 Barrier Screen,each,,,,,,66.9,Lovering Installations QLD,,Security Screen
45146,BS18600,1800 X 600 Barrier Screen,each,,,,,,79.1636,Lovering Installations QLD,,Security Screen
45147,BS18700,1800 X 700 Barrier Screen,each,,,,,,79.9091,Lovering Installations QLD,,Security Screen
45148,BS18800,1800 X 800 Barrier Screen,each,,,,,,93,Lovering Installations QLD,,Security Screen
45149,BS18900,1800 X 900 Barrier Screen,each,,,,,,99.9091,Lovering Installations QLD,,Security Screen
45150,BS181000,1800 X 1000 Barrier Screen,each,,,,,,106.8182,Lovering Installations QLD,,Security Screen
45151,BS181100,1800 X 1100 Barrier Screen,each,,,,,,105.3091,Lovering Installations QLD,,Security Screen
45152,BS181200,1800 X 1200 Barrier Screen,each,,,,,,111.7182,Lovering Installations QLD,,Security Screen
45153,BS181300,1800 X 1300 Barrier Screen,each,,,,,,118.1182,Lovering Installations QLD,,Security Screen
45154,BS181400,1800 X 1400 Barrier Screen,each,,,,,,124.5182,Lovering Installations QLD,,Security Screen
45155,BS181500,1800 X 1500 Barrier Screen,each,,,,,,130.9182,Lovering Installations QLD,,Security Screen
45156,BS19300,1900 X 300 Barrier Screen,each,,,,,,55.8273,Lovering Installations QLD,,Security Screen
45157,BS19400,1900 X 400 Barrier Screen,each,,,,,,62.4091,Lovering Installations QLD,,Security Screen
45158,BS19500,1900 X 500 Barrier Screen,each,,,,,,69.1273,Lovering Installations QLD,,Security Screen
45159,BS19600,1900 X 600 Barrier Screen,each,,,,,,75.8636,Lovering Installations QLD,,Security Screen
45160,BS19700,1900 X 700 Barrier Screen,each,,,,,,82.5818,Lovering Installations QLD,,Security Screen
45161,BS19800,1900 X 800 Barrier Screen,each,,,,,,89.3,Lovering Installations QLD,,Security Screen
45162,BS19900,1900 X 900 Barrier Screen,each,,,,,,96.0182,Lovering Installations QLD,,Security Screen
45163,BS191000,1900 X 1000 Barrier Screen,each,,,,,,102.7545,Lovering Installations QLD,,Security Screen
45164,BS191100,1900 X 1100 Barrier Screen,each,,,,,,109.4727,Lovering Installations QLD,,Security Screen
45165,BS191200,1900 X 1200 Barrier Screen,each,,,,,,116.1909,Lovering Installations QLD,,Security Screen
45166,BS191300,1900 X 1300 Barrier Screen,each,,,,,,122.9182,Lovering Installations QLD,,Security Screen
45167,BS191400,1900 X 1400 Barrier Screen,each,,,,,,129.6364,Lovering Installations QLD,,Security Screen
45168,BS191500,1900 X 1500 Barrier Screen,each,,,,,,136.3636,Lovering Installations QLD,,Security Screen
45169,BS20300,2000 X 300 BarrierScreen,Each,,,,,,56.9091,Lovering Installations QLD,,
45170,BS20400,2000 X 400 Barrier Screen,each,,,,,,64.3182,Lovering Installations QLD,,Security Screen
45171,BS20500,2000 X 500 Barrier Screen,each,,,,,,71.3636,Lovering Installations QLD,,Security Screen
45172,BS20600,2000 X 600 Barrier Screen,each,,,,,,78.4091,Lovering Installations QLD,,Security Screen
45173,BS20700,2000 X 700 Barrier Screen,each,,,,,,85.4545,Lovering Installations QLD,,Security Screen
45174,BS20800,2000 X 800 Barrier Screen,each,,,,,,92.4909,Lovering Installations QLD,,Security Screen
45175,BS20900,2000 X 900 Barrier Screen,each,,,,,,99.5364,Lovering Installations QLD,,Security Screen
45176,BS201000,2000 X 1000 Barrier Screen,each,,,,,,106.5818,Lovering Installations QLD,,Security Screen
45177,BS201100,2000 X 1100 Barrier Screen,each,,,,,,113.6273,Lovering Installations QLD,,Security Screen
45178,BS201200,2000 X 1200 Barrier Screen,each,,,,,,120.6727,Lovering Installations QLD,,Security Screen
45179,BS201300,2000 X 1300 Barrier Screen,each,,,,,,127.7091,Lovering Installations QLD,,Security Screen
45180,BS201400,2000 X 1400 Barrier Screen,each,,,,,,134.7636,Lovering Installations QLD,,Security Screen
45181,BS201500,2000 X 1500 Barrier Screen,each,,,,,,141.8,Lovering Installations QLD,,Security Screen
45182,BS21300,2100 X 300 Barrier Screen,each,,,,,,58.5,Lovering Installations QLD,,Security Screen
45183,BS21400,2100 X 400 Barrier Screen,each,,,,,,66.2273,Lovering Installations QLD,,Security Screen
45184,BS21500,2100 X 500 Barrier Screen,each,,,,,,73.5909,Lovering Installations QLD,,Security Screen
45185,BS21600,2100 X 600 Barrier Screen,each,,,,,,87.4364,Lovering Installations QLD,,Security Screen
45186,BS21700,2100 X 700 Barrier Screen,each,,,,,,88.3182,Lovering Installations QLD,,Security Screen
45187,BS21800,2100 X 800 Barrier Screen,each,,,,,,95.6909,Lovering Installations QLD,,Security Screen
45188,BS21900,2100 X 900 Barrier Screen,each,,,,,,111.2909,Lovering Installations QLD,,Security Screen
45189,BS211000,2100 X 1000 Barrier Screen,each,,,,,,110.4182,Lovering Installations QLD,,Security Screen
45190,BS211100,2100 X 1100 Barrier Screen,each,,,,,,117.7818,Lovering Installations QLD,,Security Screen
45191,BS211200,2100 X 1200 Barrier Screen,each,,,,,,125.1545,Lovering Installations QLD,,Security Screen
45192,BS211300,2100 X 1300 Barrier Screen,each,,,,,,132.5091,Lovering Installations QLD,,Security Screen
45193,BS211400,2100 X 1400 Barrier Screen,each,,,,,,151.0727,Lovering Installations QLD,,Security Screen
45194,BS211500,2100 X 1500 Barrier Screen,each,,,,,,147.2364,Lovering Installations QLD,,Security Screen
45195,SSD21850,Barrier Screen Sliding Door 2100 X 850,each,,,,,,304.4818,Lovering Installations QLD,,Security Screen
45196,SSD21900,Barrier Screen Sliding Door 2100 X 900,each,,,,,,208.6182,Lovering Installations QLD,,Security Screen
45197,SSD24900,Barrier Screen Sliding Door 2400 X 900,each,,,,,,217.1182,Lovering Installations QLD,,Security Screen
45198,SSD211200,Barrier Screen Sliding Door 2100 X 1200,each,,,,,,316.5909,Lovering Installations QLD,,Security Screen
45199,SSD241200,Barrier Screen Sliding Door 2400 X 1200,each,,,,,,329.32,Lovering Installations QLD,,Security Screen
45200,SSD211500,Barrier Screen Sliding Door 2100 X 1500,each,,,,,,355.26,Lovering Installations QLD,,Security Screen
45201,SHD21820,Barrier Screen Hinged Door 2100 X 820,each,,,,,,249.1182,Lovering Installations QLD,,Security Screen
45202,SHG241060,Barrier Screen Hinged Door 2400 X 1060,each,,,,,,214.5364,Lovering Installations QLD,,Security Screen
45203,SHD24820,Barrier Screen Hinged Door 2400 X 820,each,,,,,,209.8182,Lovering Installations QLD,,Security Screen
45204,SHD211060,Barrier Screen Hinged Door 2100 X 1060,each,,,,,,256.0364,Lovering Installations QLD,,Security Screen
45205,SSD241500,Barrier Screen Sliding Door 2400 X 1500,each,,,,,,251.6727,Lovering Installations QLD,,Security Screen
45206,FSD21750,Fly Screen Sliding Door 2100 X 750,Each,,,,,,107.4909,Lovering Installations QLD,,
45207,FSD21900,Fly Screen Sliding Door 2100 X 900,Each,,,,,,108.3545,Lovering Installations QLD,,
45208,FSD24900,Fly Screen Sliding Door 2400 X 900,Each,,,,,,192.0364,Lovering Installations QLD,,
45209,FSD211200,Fly Screen Sliding Door 2100 X 1200,Each,,,,,,113.3182,Lovering Installations QLD,,
45210,FSD241200,Fly Screen Sliding Door 2400 X 1200,Each,,,,,,117.3364,Lovering Installations QLD,,
45211,FSD211500,Fly Screen Sliding Door 2100 X 1500,Each,,,,,,224.91,Lovering Installations QLD,,
45212,FSD241500,Fly Screen Sliding Door 2400 X 1500,Each,,,,,,106.6273,Lovering Installations QLD,,
45213,FHD21820,Fly Screen Hinged Door 2100 X 820,Each,,,,,,149.1727,Lovering Installations QLD,,
45214,FHD24820,Fly Screen Hinged Door 2400 X 820,Each,,,,,,153.6909,Lovering Installations QLD,,
45215,FHD211060,Fly Screen Hinged Door 2100 X 1060,Each,,,,,,133.2909,Lovering Installations QLD,,
45216,FHD241060,Fly Screen Hinged Door 2400 X 1060,Each,,,,,,137.3182,Lovering Installations QLD,,
45217,VB1500,2126 X 1500 Vertical Blind Sliding Door,Each,,,,,,113.6,Lovering Installations QLD,,
45218,VB1650,2126 X 1650 Vertical Blind Sliding Door,Each,,,,,,115.8818,Lovering Installations QLD,,
45219,VB1800,2126 X 1800 Vertical Blind Sliding Door,Each,,,,,,145.4636,Lovering Installations QLD,,
45220,VB2100,2126 X 2100 Vertical Blind Sliding Door,Each,,,,,,159.3364,Lovering Installations QLD,,
45221,VB2250,2126 X 2250 Vertical Blind Sliding Door,Each,,,,,,153.0273,Lovering Installations QLD,,
45222,VB2400,2126 X 2400 Vertical Blind Sliding Door,Each,,,,,,177.3273,Lovering Installations QLD,,
45223,VB2550,2126 X 2550 Vertical Blind Sliding Door,Each,,,,,,173.8182,Lovering Installations QLD,,
45224,VB2700,2126 X 2700 Vertical Blind Sliding Door,Each,,,,,,200.2,Lovering Installations QLD,,
45225,VB2850,2126 X 2850 Vertical Blind Sliding Door,Each,,,,,,209.2,Lovering Installations QLD,,
45226,VB3000,2126 X 3000 Vertical Blind Sliding Door,Each,,,,,,198.3636,Lovering Installations QLD,,
45227,VB3150,2126 X 3150 Vertical Blind Sliding Door,Each,,,,,,206.5364,Lovering Installations QLD,,
45228,VB3300,2126 X 3300 Vertical Blind Sliding Door,Each,,,,,,236.1909,Lovering Installations QLD,,
45229,VB3450,2126 X 3450 Vertical Blind Sliding Door,Each,,,,,,222.9,Lovering Installations QLD,,
45230,VB3600,2126 X 3600 Vertical Blind Sliding Door,Each,,,,,,254.1909,Lovering Installations QLD,,
45231,VB3750,2126 X 3750 Vertical Blind Sliding Door,Each,,,,,,239.2636,Lovering Installations QLD,,
45232,VB3900,2126 X 3900 Vertical Blind Sliding Door,Each,,,,,,247.4364,Lovering Installations QLD,,
45233,VB4050,2126 X 4050 Vertical Blind Sliding Door,Each,,,,,,290.1818,Lovering Installations QLD,,
45234,VB4350,2126 X 4350 Vertical Blind Sliding Door,Each,,,,,,299.1818,Lovering Installations QLD,,
45235,VB4500,2126 X 4500 Vertical Blind Sliding Door,Each,,,,,,274.7818,Lovering Installations QLD,,
45236,TRANSTW50,Scafford Transprort Beenleigh - Tweed Heads < 50 L/m,Each,,,,,,1600,SCAFFOLD,,Scaffolding & Saftey
45237,TRANSTW100,Scafford Transprort Beenleigh - Tweed Heads > 50 L/m < 100 L/m,Each,,,,,,2000,SCAFFOLD,,Scaffolding & Saftey
45238,TRANSEUM50,Scafford Transprort Caboulture - Eumundi < 50 L/m,Each,,,,,,1600,SCAFFOLD,,Scaffolding & Saftey
45239,TRANSEUM100,Scaffold Transport Caboulture - Eumundi > 510 L/m < 100 L/m,Each,,,,,,2000,SCAFFOLD,,Scaffolding & Saftey
45240,PSEARCH,Property Information Search,Each,,,,,,49.9,Fluid Building Approvals,,
45241,STROMDI,Stormwater Discharge Information,Each,,,,,,146.8,Fluid Building Approvals,,
45242,PLANCEX,Planning Certificate Express,Each,,,,,,311,Fluid Building Approvals,,
45243,SEWERP,Sewers and Drains Plan,Each,,,,,,32.3636,Fluid Building Approvals,,
45244,INFOPC,Information for Planning Control,Each,,,,,,65,Fluid Building Approvals,,
45245,FOLD3.2,3.2 Fold Away Rotary,Each,101,Rotary - Clothes LInes,,,,280,Lovering Installations QLD,,
45246,FOLD4.2,4.2 Fold Away Rotary,Each,101,Rotary - Clothes LInes,,,,300,Lovering Installations QLD,,
45247,FOLD5.2,5.2 Fold Away Rotary,Each,101,Rotary - Clothes LInes,,,,320,Lovering Installations QLD,,
45248,URBAN,Urban Metal Letterbox ( Key Locked ) 50mm black Numbers,Each,,,,,,184,Lovering Installations QLD,,
45249,CILEVY,Community Infrastructure Levy,Each,,,,,,1225,Fluid Building Approvals,,
45250,PLUMA12,Plumbing Approval Dwelling - 12 Fixtures,Each,,,,,,1479,Fluid Building Approvals,,
45251,HANDRAIL,Handrail for Stairs as Per Quote,Each,,,,,,1,STAIRS,,
45252,HFLASHING,Head Flashing,Each,,,,,,0.0091,WINDOWS,,
45254,PFENCE,Paint Fence,lm,,,,,,15,PAINTER,,Paint
45255,S94,S94 Charges,Each,,,,,,0.0091,Fluid Building Approvals,,
45256,TREERAPP,Tree Removal Applicatioin,Each,,,,,,0.0091,Fluid Building Approvals,,
45257,WPWETAR,"Waterproofing to Wet Areas (3 Bathrooms, 2 Laundries and Toilet)",Each,,,,,,754.5364,Wayke Waterproofing. Ware,,
45259,Z525,Z Bar 500 X 290 X 200mm D500N,Each,,,,,,4.3818,Ausreo Pty Ltd,,
45260,PVTGA2040MLH,Single Entry MERBAU Door Frame Pivot LH 160 X 31mm to Suit 2040 X 1200 mm Wide Door - includes self closer,each,420,Front Door Frames - Front Door Frames,,,,842,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
45261,PVTGA2040MRH,Single Entry MERBAU Door Frame Pivot RH 160 X 31mm to Suit 2040 X 1200 mm Wide Door - includes self closer,each,420,Front Door Frames - Front Door Frames,,,,842,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
45262,DAIKIN12FO,Supply and Install 12KW Daikin Ducted A/C up to 250sqm 7 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,Each,210,Dakin - Dakin,164,Colour Not Required - Plumbing Fitoff Gear,113,3726.91,Star Airconditioning,Dakin - Ducted Air,Air Conditioning
45263,DAIKIN14FO,Supply and Install 14KW Daikin Ducted A/C up to 300sqm 8 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,Each,210,Dakin - Dakin,164,Colour Not Required - Plumbing Fitoff Gear,113,3891.64,Star Airconditioning,Dakin - Ducted Air,Air Conditioning
45264,DAIKIN16FO,Supply and Install 16KW Daikin Ducted A/C up to 350sqm 8 Zones with MyZone 3 Touch Screen Control and Temperature Sensors,Each,210,Dakin - Dakin,164,Colour Not Required - Plumbing Fitoff Gear,113,4262.91,Star Airconditioning,Dakin - Ducted Air,Air Conditioning
45265,DAIKIN7.1,Supply and Install 7.1KW Daikin Ducted A/C - Townhouses,each,210,Dakin - Dakin,164,Colour Not Required - Plumbing Fitoff Gear,113,6250,Star Airconditioning,Dakin - Ducted Air,Air Conditioning
45266,RB6610,600 X 610 Roller Blind,each,,,,,,49.7364,Lovering Installations QLD,,Window Covering
45267,RB6760,600 X 760 Roller Blind,each,,,,,,49.0091,Lovering Installations QLD,,Window Covering
45268,RB6910,600 X 910 Roller Blind,each,,,,,,59.4727,Lovering Installations QLD,,Window Covering
45269,RB61060,600 X 1060 Roller Blind,each,,,,,,57.8636,Lovering Installations QLD,,Window Covering
45270,RB61210,600 X 1210 Roller Blind,each,,,,,,69.2,Lovering Installations QLD,,Window Covering
45271,RB61360,600 X 1360 Roller Blind,each,,,,,,67.9636,Lovering Installations QLD,,Window Covering
45272,RB61510,600 X 1510 Roller Blind,each,,,,,,99.6364,Lovering Installations QLD,,Window Covering
45273,RB61660,600 X 1660 Roller Blind,each,,,,,,75.5364,Lovering Installations QLD,,Window Covering
45274,RB61810,600 X 1810 Roller Blind,each,,,,,,88.6636,Lovering Installations QLD,,Window Covering
45275,RB61960,600 X 1960 Roller Blind,each,,,,,,84.3909,Lovering Installations QLD,,Window Covering
45276,RB62110,600 X 2110 Roller Blind,each,,,,,,102.5545,Lovering Installations QLD,,Window Covering
45277,RB62260,600 X 2260 Roller Blind,each,,,,,,100.8091,Lovering Installations QLD,,Window Covering
45278,RB62410,600 X 2410 Roller Blind,each,,,,,,115.0636,Lovering Installations QLD,,Window Covering
45279,RB62560,600 X 2560 Roller Blind,each,,,,,,108.4,Lovering Installations QLD,,Window Covering
45280,RB62710,600 X 2710 Roller Blind,each,,,,,,123.4091,Lovering Installations QLD,,Window Covering
45281,RB62860,600 X 2860 Roller Blind,each,,,,,,115.9818,Lovering Installations QLD,,Window Covering
45282,RB10610,1000 X 610 Roller Blind,each,,,,,,68.6273,Lovering Installations QLD,,Window Covering
45283,RB10760,1000 X 760 Roller Blind,each,,,,,,75.1636,Lovering Installations QLD,,Window Covering
45284,RB10910,1000 X 910 Roller Blind,each,,,,,,80.0727,Lovering Installations QLD,,Window Covering
45285,RB101060,1000 X 1060 Roller Blind,each,,,,,,86.6,Lovering Installations QLD,,Window Covering
45286,RB101210,1000 X 1210 Roller Blind,each,,,,,,79.2182,Lovering Installations QLD,,Window Covering
45287,RB101360,1000 X 1360 Roller Blind,each,,,,,,99.6727,Lovering Installations QLD,,Window Covering
45288,RB101510,1000 X 1510 Roller Blind,each,,,,,,106.2091,Lovering Installations QLD,,Window Covering
45289,RB101660,1000 X 1660 Roller Blind,each,,,,,,112.7545,Lovering Installations QLD,,Window Covering
45290,RB101810,1000 X 1810 Roller Blind,each,,,,,,119.2818,Lovering Installations QLD,,Window Covering
45291,RB101960,1000 X 1960 Roller Blind,each,,,,,,124.1818,Lovering Installations QLD,,Window Covering
45292,RB102110,1000 X 2110 Roller Blind,each,,,,,,135.6182,Lovering Installations QLD,,Window Covering
45293,RB102260,1000 X 2260 Roller Blind,each,,,,,,142.1636,Lovering Installations QLD,,Window Covering
45294,RB102410,1000 X 2410 Roller Blind,each,,,,,,147.0636,Lovering Installations QLD,,Window Covering
45295,RB102560,1000 X 2560 Roller Blind,each,,,,,,151.9636,Lovering Installations QLD,,Window Covering
45296,RB102710,1000 X 2710 Roller Blind,each,,,,,,156.8636,Lovering Installations QLD,,Window Covering
45297,RB102860,1000 X 2860 Roller Blind,each,,,,,,161.7727,Lovering Installations QLD,,Window Covering
45298,HAG9920,Hume Accent HAG9 2040 X 920 X 35,each,326,Accent - Hume,,,,59.1273,Pre Hung Doors (PHD),Hume - 2100 920 Int Door,
45299,BAL19887MERBAU,"BAL 19 A Enviro 2100 X 886 140x40 Merbau, SS Butt Hinges, Silicon Seals",each,420,Front Door Frames - Front Door Frames,,,,275,Pre Hung Doors (PHD),Front Door Frames - Front Door Frames,
45300,EVOSTR10000L,EVO MK3 Tank Package 10000L Standard Round 2700W x 1860H,each,423,MK3 - EVO,,,,,,EVO - WaterTank,
45301,FGSD21850,Barrier Screen Fireguard Sliding Door 2100 X 850,each,,,,,,290.9727,Lovering Installations QLD,,Security Screen
45302,FGSD21900,Barrier Screen Fireguard Sliding Door 2100 X 900,each,,,,,,298.2909,Lovering Installations QLD,,Security Screen
45303,FGSD24900,Barrier Screen Fireguard Sliding Door 2400 X 900,each,,,,,,221.1364,Lovering Installations QLD,,Security Screen
45304,FGSD211200,Barrier Screen Fireguard Sliding Door 2100 X 1200,each,,,,,,334.8909,Lovering Installations QLD,,Security Screen
45305,FGSD241200,Barrier Screen Fireguard Sliding Door 2400 X 1200,each,,,,,,256.6818,Lovering Installations QLD,,Security Screen
45306,FGSD211500,Barrier Screen Fireguard Sliding Door 2100 X 1500,each,,,,,,265.9909,Lovering Installations QLD,,Security Screen
45307,FGSD241500,Barrier Screen Fireguard Sliding Door 2400 X 1500,each,,,,,,276.8364,Lovering Installations QLD,,Security Screen
45308,FGHD21820,Barrier Screen Fireguard Hinged Door 2100 X 820,each,,,,,,263.5182,Lovering Installations QLD,,Security Screen
45309,FGHD24820,Barrier Screen Fireguard Hinged Door 2400 X 820,each,,,,,,213.7091,Lovering Installations QLD,,Security Screen
45310,FGHD211060,Barrier Screen Fireguard Hinged Door 2100 X 1060,each,,,,,,228.4364,Lovering Installations QLD,,Security Screen
45311,FGHD241060,Barrier Screen Fireguard Hinged Door 2400 X 1060,each,,,,,,235.9909,Lovering Installations QLD,,Security Screen
45312,BSF4300,400 X 300 Barrier Screen Fireguard,each,,,,,,33,Lovering Installations QLD,,Security Screen
45313,BSF4400,400 X 400 Barrier Screen Fireguard,each,,,,,,35.0455,Lovering Installations QLD,,Security Screen
45314,BSF4500,400 X 500 Barrier Screen Fireguard,each,,,,,,40.1182,Lovering Installations QLD,,Security Screen
45315,BSF4600,400 X 600 Barrier Screen Fireguard,each,,,,,,39.0727,Lovering Installations QLD,,Security Screen
45316,BSF4700,400 X 700 Barrier Screen Fireguard,each,,,,,,41.0818,Lovering Installations QLD,,Security Screen
45317,BSF4800,400 X 800 Barrier Screen Fireguard,each,,,,,,43.1,Lovering Installations QLD,,Security Screen
45318,BSF4900,400 X 900 Barrier Screen Fireguard,each,,,,,,45.1091,Lovering Installations QLD,,Security Screen
45319,BSF41000,400 X 1000 Barrier Screen Fireguard,each,,,,,,47.1182,Lovering Installations QLD,,Security Screen
45320,BSF41100,400 X 1100 Barrier Screen Fireguard,each,,,,,,49.1273,Lovering Installations QLD,,Security Screen
45321,BSF41200,400 X 1200 Barrier Screen Fireguard,each,,,,,,51.1364,Lovering Installations QLD,,Security Screen
45322,BSF41300,400 X 1300 Barrier Screen Fireguard,each,,,,,,53.1545,Lovering Installations QLD,,Security Screen
45323,BSF41400,400 X 1400 Barrier Screen Fireguard,each,,,,,,55.1727,Lovering Installations QLD,,Security Screen
45324,BSF41500,400 X 1500 Barrier Screen Fireguard,each,,,,,,57.1818,Lovering Installations QLD,,Security Screen
45325,BSF5300,500 X 300 Barrier Screen Fireguard,each,,,,,,34.6727,Lovering Installations QLD,,Security Screen
45326,BSF5400,500 X 400 Barrier Screen Fireguard,each,,,,,,37.3364,Lovering Installations QLD,,Security Screen
45327,BSF5500,500 X 500 Barrier Screen Fireguard,each,,,,,,39.6818,Lovering Installations QLD,,Security Screen
45328,BSF5600,500 X 600 Barrier Screen Fireguard,each,,,,,,42.0091,Lovering Installations QLD,,Security Screen
45329,BSF5700,500 X 700 Barrier Screen Fireguard,each,,,,,,44.3545,Lovering Installations QLD,,Security Screen
45330,BSF5800,500 X 800 Barrier Screen Fireguard,each,,,,,,46.6909,Lovering Installations QLD,,Security Screen
45331,BSF5900,500 X 900 Barrier Screen Fireguard,each,,,,,,49.0182,Lovering Installations QLD,,Security Screen
45332,BSF51100,500 X 1100 Barrier Screen Fireguard,each,,,,,,53.6909,Lovering Installations QLD,,Security Screen
45333,BSF51200,500 X 1200 Barrier Screen Fireguard,each,,,,,,56.0273,Lovering Installations QLD,,Security Screen
45334,BSF51300,500 X 1300 Barrier Screen Fireguard,each,,,,,,58.3727,Lovering Installations QLD,,Security Screen
45335,BSF51400,500 X 1400 Barrier Screen Fireguard,each,,,,,,60.7,Lovering Installations QLD,,Security Screen
