code,description,status,unit,range,range$type,lead_time,has_file,tax_rate_id,tax_rate,code_description,profile,delivery_confirmation,price,default_supplier,req_multi_colour,req_profile,req_specification,boq_only,default_supplier_id,specification_image_ok,req_product_colour_image,category_id,category
BSF71500,700 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF71500 : 700 X 1500 Barrier Screen Fireguard,,0,74.4636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8300,800 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8300 : 800 X 300 Barrier Screen Fireguard,,0,39.6636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8400,800 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8400 : 800 X 400 Barrier Screen Fireguard,,0,43.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8500,800 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8500 : 800 X 500 Barrier Screen Fireguard,,0,46.7182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8600,800 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8600 : 800 X 600 Barrier Screen Fireguard,,0,50.0727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8700,800 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8700 : 800 X 700 Barrier Screen Fireguard,,0,53.4091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8900,800 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8900 : 800 X 900 Barrier Screen Fireguard,,0,60.1,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81000,800 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81000 : 800 X 1000 Barrier Screen Fireguard,,0,63.4364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81100,800 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81100 : 800 X 1100 Barrier Screen Fireguard,,0,66.7818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81200,800 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81200 : 800 X 1200 Barrier Screen Fireguard,,0,70.1273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81300,800 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81300 : 800 X 1300 Barrier Screen Fireguard,,0,73.4727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81400,800 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81400 : 800 X 1400 Barrier Screen Fireguard,,0,76.8091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF81500,800 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF81500 : 800 X 1500 Barrier Screen Fireguard,,0,80.1636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF8800,800 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF8800 : 800 X 800 Barrier Screen Fireguard,,0,56.7545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9300,900 X 300 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF9300 : 900 X 300 Barrier Screen Fireguard,,2,47.5818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9400,900 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF9400 : 900 X 400 Barrier Screen Fireguard,,0,45.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9500,900 X 500 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF9500 : 900 X 500 Barrier Screen Fireguard,,2,60.3909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9600,900 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF9600 : 900 X 600 Barrier Screen Fireguard,,0,57.0909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9700,900 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF9700 : 900 X 700 Barrier Screen Fireguard,,0,56.4182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9800,900 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF9800 : 900 X 800 Barrier Screen Fireguard,,0,65.0636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF9900,900 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF9900 : 900 X 900 Barrier Screen Fireguard,,0,69.0364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91000,900 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91000 : 900 X 1000 Barrier Screen Fireguard,,0,67.4636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91100,900 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91100 : 900 X 1100 Barrier Screen Fireguard,,0,71.1364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91200,900 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91200 : 900 X 1200 Barrier Screen Fireguard,,0,80.9909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91300,900 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91300 : 900 X 1300 Barrier Screen Fireguard,,0,78.5,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91400,900 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91400 : 900 X 1400 Barrier Screen Fireguard,,0,82.1818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF91500,900 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF91500 : 900 X 1500 Barrier Screen Fireguard,,0,85.8636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
FS62400,600 X 2400 Fly Screen,Active,Each,,,0,,1,GST,FS62400 : 600 X 2400 Fly Screen,,0,30.4545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10300,1000 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF10300 : 1000 X 300 Barrier Screen Fireguard,,0,46.5364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10400,1000 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF10400 : 1000 X 400 Barrier Screen Fireguard,,0,47.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF1500,1000 X 500 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF1500 : 1000 X 500 Barrier Screen Fireguard,,2,64.0455,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10600,1000 X 600 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF10600 : 1000 X 600 Barrier Screen Fireguard,,2,71.3727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10700,1000 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF10700 : 1000 X 700 Barrier Screen Fireguard,,0,59.4273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10800,1000 X 800 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF10800 : 1000 X 800 Barrier Screen Fireguard,,2,86.0091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF10900,1000 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF10900 : 1000 X 900 Barrier Screen Fireguard,,0,73.0273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101000,1000 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101000 : 1000 X 1000 Barrier Screen Fireguard,,0,71.4818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101100,1000 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101100 : 1000 X 1100 Barrier Screen Fireguard,,0,75.4909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101200,1000 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101200 : 1000 X 1200 Barrier Screen Fireguard,,0,79.5091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101300,1000 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101300 : 1000 X 1300 Barrier Screen Fireguard,,0,83.5182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101400,1000 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101400 : 1000 X 1400 Barrier Screen Fireguard,,0,87.5364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF101500,1000 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF101500 : 1000 X 1500 Barrier Screen Fireguard,,0,99.1091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11300,1100 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11300 : 1100 X 300 Barrier Screen Fireguard,,0,44.6545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11400,1100 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11400 : 1100 X 400 Barrier Screen Fireguard,,0,49.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11500,1100 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11500 : 1100 X 500 Barrier Screen Fireguard,,0,53.7273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11600,1100 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11600 : 1100 X 600 Barrier Screen Fireguard,,0,58.0909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11700,1100 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11700 : 1100 X 700 Barrier Screen Fireguard,,0,62.4364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11800,1100 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11800 : 1100 X 800 Barrier Screen Fireguard,,0,66.7909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF11900,1100 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF11900 : 1100 X 900 Barrier Screen Fireguard,,0,71.1364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111000,1100 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111000 : 1100 X 1000 Barrier Screen Fireguard,,0,75.4909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111200,1100 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111200 : 1100 X 1200 Barrier Screen Fireguard,,0,84.2,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111300,1100 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111300 : 1100 X 1300 Barrier Screen Fireguard,,0,88.5545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111400,1100 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111400 : 1100 X 1400 Barrier Screen Fireguard,,0,92.9,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111500,1100 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111500 : 1100 X 1500 Barrier Screen Fireguard,,0,97.2636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF111100,1100 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF111100 : 1100 X 1100 Barrier Screen Fireguard,,0,79.8455,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12300,1200 X 300 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF12300 : 1200 X 300 Barrier Screen Fireguard,,2,53.0727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12400,1200 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF12400 : 1200 X 400 Barrier Screen Fireguard,,0,51.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12500,1200 X 500 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF12500 : 1200 X 500 Barrier Screen Fireguard,,2,71.3727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12600,1200 X 600 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF12600 : 1200 X 600 Barrier Screen Fireguard,,2,78.6909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12700,1200 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF12700 : 1200 X 700 Barrier Screen Fireguard,,0,70.8545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12800,1200 X 800 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF12800 : 1200 X 800 Barrier Screen Fireguard,,2,96.9909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF12900,1200 X 900 Barrier Screen Fireguard,Active,each,,,45,,1,GST,BSF12900 : 1200 X 900 Barrier Screen Fireguard,,2,106.1364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121000,1200 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121000 : 1200 X 1000 Barrier Screen Fireguard,,0,79.5091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121100,1200 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121100 : 1200 X 1100 Barrier Screen Fireguard,,0,91.1545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121200,1200 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121200 : 1200 X 1200 Barrier Screen Fireguard,,0,96.2182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121300,1200 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121300 : 1200 X 1300 Barrier Screen Fireguard,,0,93.5818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121400,1200 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121400 : 1200 X 1400 Barrier Screen Fireguard,,0,98.2727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF121500,1200 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF121500 : 1200 X 1500 Barrier Screen Fireguard,,0,111.4545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13300,1300 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13300 : 1300 X 300 Barrier Screen Fireguard,,0,47.9818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13400,1300 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13400 : 1300 X 400 Barrier Screen Fireguard,,0,53.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13500,1300 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13500 : 1300 X 500 Barrier Screen Fireguard,,0,58.4091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13600,1300 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13600 : 1300 X 600 Barrier Screen Fireguard,,0,63.4273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13700,1300 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13700 : 1300 X 700 Barrier Screen Fireguard,,0,68.4636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13800,1300 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13800 : 1300 X 800 Barrier Screen Fireguard,,0,73.4818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF13900,1300 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF13900 : 1300 X 900 Barrier Screen Fireguard,,0,78.5091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131000,1300 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131000 : 1300 X 1000 Barrier Screen Fireguard,,0,83.5273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131100,1300 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131100 : 1300 X 1100 Barrier Screen Fireguard,,0,88.5636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131200,1300 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131200 : 1300 X 1200 Barrier Screen Fireguard,,0,93.5818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131300,1300 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131300 : 1300 X 1300 Barrier Screen Fireguard,,0,98.6091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131400,1300 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131400 : 1300 X 1400 Barrier Screen Fireguard,,0,103.6273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF131500,1300 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF131500 : 1300 X 1500 Barrier Screen Fireguard,,0,108.6636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14300,1400 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14300 : 1400 X 300 Barrier Screen Fireguard,,0,49.6364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14400,1400 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14400 : 1400 X 400 Barrier Screen Fireguard,,0,55.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14500,1400 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14500 : 1400 X 500 Barrier Screen Fireguard,,0,60.7364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14600,1400 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14600 : 1400 X 600 Barrier Screen Fireguard,,0,66.1,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14700,1400 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14700 : 1400 X 700 Barrier Screen Fireguard,,0,71.4636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14800,1400 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14800 : 1400 X 800 Barrier Screen Fireguard,,0,76.8273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF14900,1400 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF14900 : 1400 X 900 Barrier Screen Fireguard,,0,82.1909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141000,1400 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141000 : 1400 X 1000 Barrier Screen Fireguard,,0,87.5545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141100,1400 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141100 : 1400 X 1100 Barrier Screen Fireguard,,0,92.9091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141200,1400 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141200 : 1400 X 1200 Barrier Screen Fireguard,,0,98.2727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141300,1400 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141300 : 1400 X 1300 Barrier Screen Fireguard,,0,103.6273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141400,1400 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141400 : 1400 X 1400 Barrier Screen Fireguard,,0,109,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF141500,1400 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF141500 : 1400 X 1500 Barrier Screen Fireguard,,0,114.3636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15300,1500 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15300 : 1500 X 300 Barrier Screen Fireguard,,0,55.5364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15400,1500 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15400 : 1500 X 400 Barrier Screen Fireguard,,0,57.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15500,1500 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15500 : 1500 X 500 Barrier Screen Fireguard,,0,63.0818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15600,1500 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15600 : 1500 X 600 Barrier Screen Fireguard,,0,74.4545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15700,1500 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15700 : 1500 X 700 Barrier Screen Fireguard,,0,74.4727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15800,1500 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15800 : 1500 X 800 Barrier Screen Fireguard,,0,80.1727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF15900,1500 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF15900 : 1500 X 900 Barrier Screen Fireguard,,0,92.9545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151000,1500 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151000 : 1500 X 1000 Barrier Screen Fireguard,,0,91.5727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151100,1500 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151100 : 1500 X 1100 Barrier Screen Fireguard,,0,97.2727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151200,1500 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151200 : 1500 X 1200 Barrier Screen Fireguard,,0,102.9636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151300,1500 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151300 : 1500 X 1300 Barrier Screen Fireguard,,0,108.6636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151400,1500 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151400 : 1500 X 1400 Barrier Screen Fireguard,,0,114.3636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF151500,1500 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF151500 : 1500 X 1500 Barrier Screen Fireguard,,0,120.0636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16300,1600 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16300 : 1600 X 300 Barrier Screen Fireguard,,0,52.9727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16400,1600 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16400 : 1600 X 400 Barrier Screen Fireguard,,0,59.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16500,1600 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16500 : 1600 X 500 Barrier Screen Fireguard,,0,65.4091,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16600,1600 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16600 : 1600 X 600 Barrier Screen Fireguard,,0,71.4545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16700,1600 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16700 : 1600 X 700 Barrier Screen Fireguard,,0,77.4818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16800,1600 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16800 : 1600 X 800 Barrier Screen Fireguard,,0,83.5182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF16900,1600 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF16900 : 1600 X 900 Barrier Screen Fireguard,,0,89.5545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161000,1600 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161000 : 1600 X 1000 Barrier Screen Fireguard,,0,95.5909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161100,1600 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161100 : 1600 X 1100 Barrier Screen Fireguard,,0,101.6182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161200,1600 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161200 : 1600 X 1200 Barrier Screen Fireguard,,0,107.6545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161300,1600 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161300 : 1600 X 1300 Barrier Screen Fireguard,,0,113.6909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161400,1600 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161400 : 1600 X 1400 Barrier Screen Fireguard,,0,119.7182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF161500,1600 X 1500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF161500 : 1600 X 1500 Barrier Screen Fireguard,,0,125.7636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17300,1700 X 300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17300 : 1700 X 300 Barrier Screen Fireguard,,0,54.6273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17400,1700 X 400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17400 : 1700 X 400 Barrier Screen Fireguard,,0,61.3818,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17500,1700 X 500 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17500 : 1700 X 500 Barrier Screen Fireguard,,0,67.7545,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17600,1700 X 600 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17600 : 1700 X 600 Barrier Screen Fireguard,,0,74.1182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17700,1700 X 700 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17700 : 1700 X 700 Barrier Screen Fireguard,,0,80.4909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17800,1700 X 800 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17800 : 1700 X 800 Barrier Screen Fireguard,,0,86.8636,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF17900,1700 X 900 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF17900 : 1700 X 900 Barrier Screen Fireguard,,0,93.2273,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF171000,1700 X 1000 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF171000 : 1700 X 1000 Barrier Screen Fireguard,,0,99.6,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF171100,1700 X 1100 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF171100 : 1700 X 1100 Barrier Screen Fireguard,,0,105.9727,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF171200,1700 X 1200 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF171200 : 1700 X 1200 Barrier Screen Fireguard,,0,112.3364,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF171300,1700 X 1300 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF171300 : 1700 X 1300 Barrier Screen Fireguard,,0,118.7182,Lovering Installations QLD,,,,,240,,,186,TURN KEY
BSF171400,1700 X 1400 Barrier Screen Fireguard,Active,each,,,0,,1,GST,BSF171400 : 1700 X 1400 Barrier Screen Fireguard,,0,125.0909,Lovering Installations QLD,,,,,240,,,186,TURN KEY
