code,description,status,unit,range,range$type,lead_time,has_file,tax_rate_id,tax_rate,code_description,profile,delivery_confirmation,price,default_supplier,req_multi_colour,req_profile,req_specification,boq_only,default_supplier_id,specification_image_ok,req_product_colour_image,category_id,category
HUR90,HPH90ILX2 - Haier 90cm Undermount Rangehood,Active,Each,Haier - Haier,71,,,1,GST,HUR90 : HPH90ILX2 - Haier 90cm Undermount Rangehood,FALSE,,270,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,190,APPLIANCES
HFD60MB,Haier 60cm Freestanding Dishwasher with 13 Place Settings,Active,Each,Haier - Haier,71,,,1,GST,HFD60MB : Haier 60cm Freestanding Dishwasher with 13 Place Settings,FALSE,,560,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,190,APPLIANCES
AT5,Air Touch 5 Upgrade with Temp Sensors,,Each,,,,,1,GST,AT5 : Air Touch 5 Upgrade with Temp Sensors,FALSE,,1640,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,,
WCFBT,Supply wire and install white ceiling Fan 1200mm ,Active,Each,,,,,1,GST,WCFBT : Supply wire and install white ceiling Fan 1200mm ,FALSE,,177,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
SWIUPWL,Supply Wire and Install Up Down Wall Mounted Light,Active,Each,,,,,1,GST,SWIUPWL : Supply Wire and Install Up Down Wall Mounted Light,FALSE,,,,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
REDLAND,Redland city council Building approval,Active,Each,,,,,2,Tax Exempt,REDLAND : Redland city council Building approval,FALSE,,169,Fluid Building Approvals,FALSE,,,FALSE,576,FALSE,FALSE,106,PRIVATE CERTIFIER
BLANKETPEN,Slap Penetration Extra,Active,Each,,,,,1,GST,BLANKETPEN : Slap Penetration Extra,FALSE,,10,Bittn Australia Pty Ltd,FALSE,,,FALSE,499,FALSE,FALSE,155,TERMITE PROTECTION
SWIECC,Supply Wire & Install Electric 32amp Cooktop Circuit (Incl fitting of appliance),Active,Each,,,,,1,GST,SWIECC : Supply Wire & Install Electric 32amp Cooktop Circuit (Incl fitting of appliance),FALSE,,150,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
SWIEOC,Supply Wire & Install Electric Oven Circuit (Incl fitting of appliance),Active,Each,,,,,1,GST,SWIEOC : Supply Wire & Install Electric Oven Circuit (Incl fitting of appliance),FALSE,,150,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
WISRS,Wire & Install UNDERMOUNT / SLIDEOUT Range hood Single Power Point and fit,Active,Each,,,,,1,GST,WISRS : Wire & Install UNDERMOUNT / SLIDEOUT Range hood Single Power Point and fit,FALSE,,90,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
DREE,Duct Rangehood to External Eave Inc Eave Vent,Active,Each,,,,,1,GST,DREE : Duct Rangehood to External Eave Inc Eave Vent,FALSE,,72,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
SWIEF,Supply Wire & Install Exhaust Fan Includes Ducting to Eave,Active,Each,,,,,1,GST,SWIEF : Supply Wire & Install Exhaust Fan Includes Ducting to Eave,FALSE,,150,TL Electrical,FALSE,,,FALSE,495,FALSE,FALSE,115,ELECTRICAL
45LTREE,45L Tree,Active,Each,,,,,1,GST,45LTREE : 45L Tree,FALSE,,300,Joii Landscaping,FALSE,,,FALSE,635,FALSE,FALSE,145,LANDSCAPING
HARDIECC3612,James Hardie 3600 x 1200mm Brushed Concrete Cladding,Active,Each,,,,,1,GST,HARDIECC3612 : James Hardie 3600 x 1200mm Brushed Concrete Cladding,FALSE,,148.93,Bunnings,FALSE,,,FALSE,604,FALSE,FALSE,163,SOFFIT
HARDIECC2712,James Hardie 2750 x 1200mm Brushed Concrete Cladding,Active,Each,,,,,1,GST,HARDIECC2712 : James Hardie 2750 x 1200mm Brushed Concrete Cladding,FALSE,,113.764,Bunnings,FALSE,,,FALSE,604,FALSE,FALSE,163,SOFFIT
MFTCFA,CONCRETE FUSION ALLOY 600X600MM 1.44m2,Active,Sqm,,,,,1,GST,MFTCFA : CONCRETE FUSION ALLOY 600X600MM 1.44m2,FALSE,,23.6,NATIONAL TILES CO PTY LTD,FALSE,,,FALSE,517,FALSE,FALSE,140,TILE
EFTCFA,CONCRETE FUSION ALLOY EXTERNAL 600X600MM,Active,Sqm,,,,,1,GST,EFTCFA : CONCRETE FUSION ALLOY EXTERNAL 600X600MM,FALSE,,24.5,NATIONAL TILES CO PTY LTD,FALSE,,,FALSE,517,FALSE,FALSE,140,TILE
SBTHWMG,HELSINKI WHITE MATT GLAZED 22X145 MOSAIC ON296X300MM (1.5984m2),Active,Sqm,,,,,1,GST,SBTHWMG : HELSINKI WHITE MATT GLAZED 22X145 MOSAIC ON296X300MM (1.5984m2),FALSE,,63.59,NATIONAL TILES CO PTY LTD,FALSE,,,FALSE,517,FALSE,FALSE,140,TILE
ESUMSCO,Engineered Single Undermount Sink or Basin Cut Out,Active,Each,,,,,1,GST,ESUMSCO : Engineered Single Undermount Sink or Basin Cut Out,FALSE,,150,La Rocca QLD Marble and Granite Pty Ltd,FALSE,,,FALSE,512,FALSE,FALSE,,
ESTH,Engineered Stone Tap Holes,Active,Each,,,,,1,GST,ESTH : Engineered Stone Tap Holes,FALSE,,50,La Rocca QLD Marble and Granite Pty Ltd,FALSE,,,FALSE,512,FALSE,FALSE,189,CABINET MAKER
ESGPOCO,Engineered Stone GPO Cut outs,Active,Each,,,,,1,GST,ESGPOCO : Engineered Stone GPO Cut outs,FALSE,,75,La Rocca QLD Marble and Granite Pty Ltd,FALSE,,,FALSE,512,FALSE,FALSE,189,CABINET MAKER
DAIKINS10FO,Daikin 10kw Fit Off,Active,Each,,,,,1,GST,DAIKINS10FO : Daikin 10kw Fit Off,FALSE,,3520.73,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS12FO,Daikin 12kw Fit Off,Active,Each,,,,,1,GST,DAIKINS12FO : Daikin 12kw Fit Off,FALSE,,3726.91,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS14FO,Daikin 14kw Fit Off,Active,Each,,,,,1,GST,DAIKINS14FO : Daikin 14kw Fit Off,FALSE,,3891.64,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS16FO,Daikin 16kw Fit Off,Active,Each,,,,,1,GST,DAIKINS16FO : Daikin 16kw Fit Off,FALSE,,4262.91,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS18FO,Daikin 18kw Fit Off,Active,Each,,,,,1,GST,DAIKINS18FO : Daikin 18kw Fit Off,FALSE,,4427.64,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS20FO,Daikin 20kw Fit Off,Active,Each,,,,,1,GST,DAIKINS20FO : Daikin 20kw Fit Off,FALSE,,5018.18,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS25FO,Daikin 25kw Fit Off,Active,Each,,,,,1,GST,DAIKINS25FO : Daikin 25kw Fit Off,FALSE,,5466.18,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS20,Supply and Install Daikin 20KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,Active,Each,,,,,1,GST,DAIKINS20 : Supply and Install Daikin 20KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,FALSE,,7527.27,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
DAIKINS25,Supply and Install Daikin 25KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,Active,Each,,,,,1,GST,DAIKINS25 : Supply and Install Daikin 25KW Ducted A/C System up to 350sqm 8 Zones with Standard Controller,FALSE,,8199.27,Star Airconditioning,FALSE,,,FALSE,588,FALSE,FALSE,185,AIR CONDITIONING
MICRO1019,Mirror Micro Framed 1000 x 1900,Active,Each,Micro Framed - Mirror,71,,,1,GST,MICRO1019 : Mirror Micro Framed 1000 x 1900,FALSE,,516,Civic Shower Screens & Wardrobes,FALSE,,,FALSE,501,FALSE,FALSE,176,MIRRORS
PJ145RHB,Care Single Bowl Sink 800x500x145mm 1TH with Right Hand Bowl 577.28.011,Active,Each,NDIS - Paco Jaanson,71,,,1,GST,PJ145RHB : Care Single Bowl Sink 800x500x145mm 1TH with Right Hand Bowl 577.28.011,FALSE,,167,Hafele,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
PJ145LHB,Care Single Bowl Sink 800x500x145mm 1TH with Left Hand Bowl 577.28.012,Active,Each,NDIS - Paco Jaanson,71,,,1,GST,PJ145LHB : Care Single Bowl Sink 800x500x145mm 1TH with Left Hand Bowl 577.28.012,FALSE,,167,Hafele,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
B38119L,Benelli Freedom Care Sink Mixer with 230mm Extended Lever and 90 Degree Swivel Spout,Active,Each,,,,,1,GST,B38119L : Benelli Freedom Care Sink Mixer with 230mm Extended Lever and 90 Degree Swivel Spout,FALSE,,303.6,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
PJHDC692,"Care 800 BTW Rimless Toilet Suite with Raised Height Pan, Button and Blue Soft Close Seat - Rear Inlet",Active,Each,NDIS - Paco Jaanson,71,,,1,GST,"PJHDC692 : Care 800 BTW Rimless Toilet Suite with Raised Height Pan, Button and Blue Soft Close Seat - Rear Inlet",FALSE,,870,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
PJBR1003 ,Care Backrest with Supporting Polyurethane Cushion – SS/White,Active,Each,NDIS - Paco Jaanson,71,,,1,GST,PJBR1003  : Care Backrest with Supporting Polyurethane Cushion – SS/White,FALSE,,210,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
PJ2686G,Hera Toilet Roll Holder,Active,Each,NDIS - Paco Jaanson,71,,,1,GST,PJ2686G : Hera Toilet Roll Holder,FALSE,,19.2,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
PJCRYG08RH,Grab Rail 700x950mm 90 Deg - Right Hand - Satin,Active,Each,NDIS - Paco Jaanson,71,,,1,GST,PJCRYG08RH : Grab Rail 700x950mm 90 Deg - Right Hand - Satin,FALSE,,81,Harvey Norman Commercial QLD,FALSE,,,FALSE,506,FALSE,FALSE,236,PLUMBING FITOFF GEAR
